index,id_local,desc_barrio_local,clase_vial_edificio,desc_vial_edificio,num_edificio,rotulo,desc_epigrafe
99354,280074246,PUEBLO NUEVO,CALLE,ALCALA,412,LA CASONA / PUESTOS 3 Y 4,RESTAURANTE
99375,280074310,PUEBLO NUEVO,CALLE,ALCALA,412,EL CAFETIN DE GREDOS / PUESTOS 33 A 35,BAR RESTAURANTE
99376,280015524,PALACIO,PLAZA,CEBADA,17,BAR (PTOS. 101 Y 102),BAR CON COCINA
99390,280074362,CONCEPCION,CALLE,VIRGEN DE LA ALEGRIA,10,EL MIRADOR,BAR SIN COCINA
99428,285001302,PALACIO,CALLE,SACRAMENTO,10,CASA PIPI,BAR SIN COCINA
99430,285001310,PALACIO,CALLE,VILLA,3,MEGUSTAS MXO,BAR RESTAURANTE
99434,285001346,PALACIO,CALLE,CAVA BAJA,7,EL 7 DE LA CAVA,BAR SIN COCINA
99444,285001377,PALACIO,CALLE,ALMENDRO,9,DEJATE LIAR,RESTAURANTE
99445,285001381,PALACIO,CALLE,CAVA BAJA,15,TITA PEPA,RESTAURANTES DE COMIDA RAPIDA
99446,285001383,PALACIO,CALLE,CAVA BAJA,23,CASA CURRO TABERNA,CAFETERIA
99460,285001444,PALACIO,CALLE,AGUAS,8,TEATRO DE LAS AGUAS,"ACTIVIDADES DE CREACION, ARTISTICAS Y ESPECTACULOS"
99467,285001476,PALACIO,CALLE,AGUAS,15,LA AGENCIA. ARTE Y TECNOLOGIA,"ACTIVIDADES DE CREACION, ARTISTICAS Y ESPECTACULOS"
99470,285001491,PALACIO,PLAZA,CARROS,3,A QUIEN LE IMPORTA,RESTAURANTE
99471,285001493,PALACIO,CALLE,DON PEDRO,4,BAR D. BACO,BAR RESTAURANTE
99472,285001494,PALACIO,CALLE,DON PEDRO,4,DR. LIMON,BAR RESTAURANTE
99474,285001504,PALACIO,CALLE,SAN ISIDRO LABRADOR,16,LA COPA PERFECTA,BAR SIN COCINA
99476,285001516,PALACIO,CARRERA,SAN FRANCISCO,15,DISCOMAR,BAR RESTAURANTE
99482,285001534,PALACIO,CALLE,ALFONSO VI,6,BAR,BAR CON COCINA
99485,285001547,PALACIO,CALLE,DON PEDRO,20,TWINS BAR,BAR SIN COCINA
99494,285001585,PALACIO,RONDA,SEGOVIA,41,GESTORIA ABOGADO ADMINISTRACIÓN DE FINCAS,VIVIENDAS TURÍSTICAS
99497,285001605,PALACIO,CALLE,CALATRAVA,26,PAPI'S BAR,COMERCIO AL POR MENOR DE VINOS Y ALCOHOLES (BODEGA) CON CONSUMO
99515,270557796,SOL,CALLE,PRECIADOS,27,STARBUCKS,BAR SIN COCINA
99527,270558004,ALUCHE,CALLE,QUERO,85,RESTAURANTE PIZZERIA,RESTAURANTE
99529,270558015,ORCASUR,AVENIDA,ORCASUR,60,CAFETERÍA CENTRO DE DÍA,SERVICIOS DE COMEDOR EN CENTROS DE ACTIVIDADES DE SERVICIOS SOCIALES
99531,270558021,ORCASITAS,CALLE,CAMINO VIEJO DE VILLAVERDE,26,COMEDOR CENTRO DE DIA JOSE MANUEL BRIGAS,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
99532,270558021,ORCASITAS,CALLE,CAMINO VIEJO DE VILLAVERDE,26,COMEDOR CENTRO DE DIA JOSE MANUEL BRIGAS,SERVICIOS DE COMEDOR EN CENTROS DE ACTIVIDADES DE SERVICIOS SOCIALES
99540,285001622,PALACIO,CALLE,CALATRAVA,27,CAFE AROMA ISABELLE,RESTAURANTE
99542,285001635,PALACIO,CALLE,CALATRAVA,15,SIXTA BAR,BAR ESPECIAL SIN ACTUACIONES
99550,270558101,CORTES,CALLE,SAN SEBASTIAN,2,GOLFO DE BIZKAIA,BAR RESTAURANTE
99553,270558119,VALDEFUENTES,AVENIDA,NICETO ALCALA ZAMORA,48,COLEGIO CORTES DE CADIZ,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99563,285001682,EMBAJADORES,CALLE,SANTA ANA,25,SAGA RENTAL SL,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA
99570,270558303,PROSPERIDAD,AVENIDA,AMERICA,9,INTER-CAFÉ,BAR RESTAURANTE
99571,270558305,CASTILLA,PASEO,CASTELLANA,280,VIPS,BAR RESTAURANTE
99574,270558364,VALDEFUENTES,CALLE,ALCALDE ARISTIZABAL MANCHON,13,EL COLUMPIO DE CLAUDIA,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99585,285001754,EMBAJADORES,CALLE,SAN MILLAN,4,TABERNA OLIVEROS,TABERNA
99590,285001777,EMBAJADORES,CALLE,DOCTOR CORTEZO,10,EUROSTAR PLAZA MAYOR,HOTELES Y MOTELES CON RESTAURANTE
99591,285001785,EMBAJADORES,CALLE,ATOCHA,36,HOTEL CATALONIA PLAZA MAYOR,HOTELES Y MOTELES CON RESTAURANTE
99593,270558402,ALMAGRO,CALLE,JOSE ABASCAL,56,OPIUM 56 S.L.,SALAS DE FIESTA CON RESTAURACION
99596,270558438,MOSCARDO,PLAZA,PINTOR LUCAS,17,COMEDOR COLEGIO PUBLICO JORGE MANRIQUE,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99599,270558441,GUINDALERA,CALLE,DOCTOR GOMEZ ULLA,8,E-MOTION,ACTIVIDADES DE LOS GIMNASIOS
99605,285001799,EMBAJADORES,CALLE,MAGDALENA,29,ARTICULOS DE REGALO,HOSTALES
99611,285001814,EMBAJADORES,CALLE,SAN PEDRO MARTIR,9,SIN ROTULO,CASAS DE HUESPEDES
99615,285001824,EMBAJADORES,CALLE,CABEZA,6,VIVIENDA TURISTICA,VIVIENDAS TURÍSTICAS
99625,285001862,EMBAJADORES,PLAZA,GENERAL VARA DE REY,4,ESTUDIO FOTOGRÁFICO,"ACTIVIDADES DE CREACION, ARTISTICAS Y ESPECTACULOS"
99628,285001879,EMBAJADORES,CALLE,CARLOS ARNICHES,22,ROTULO NO INFORMADO,BAR CON COCINA
99630,285001883,EMBAJADORES,CALLE,CARLOS ARNICHES,24,BLACK SUN MAD SPAIN,VIVIENDAS TURÍSTICAS
99650,285001946,EMBAJADORES,CALLE,FRAY CEFERINO GONZALEZ,11,CENTRO CULTURAL ISLAMICO INTERNACIONAL ESPAÑA MADRID,"ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y DE GALERIAS Y SALAS DE EXPOSICIONES SIN VENTA"
99651,285001954,EMBAJADORES,CALLE,OSO,3,ROTULO NO INFORMADO,VIVIENDAS TURÍSTICAS
99657,285001974,EMBAJADORES,CALLE,RODAS,18,ROTULO NO INFORMADO,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA
99666,285002025,EMBAJADORES,CALLE,EMBAJADORES,41,LARACHE L50 T.EXT. T.11-12-13,BAR CON COCINA
99697,280015673,PALACIO,PLAZA,SAN MIGUEL,11,LA HUERTA DE SAN MIGUEL,RESTAURANTES DE COMIDA RAPIDA
99701,270567080,EL VISO,CALLE,GUADALQUIVIR,9,COMEDOR Y BAR COLEGIO NUESTRA SRA DE LAS MARAVILLAS,BAR CON COCINA
99717,270567169,ALUCHE,CALLE,QUERO,59,SALÓN DE JUEGO,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)"
99725,280016019,PALACIO,CUESTA,SANTO DOMINGO,2,EL CAFE DE LA OPERA,CAFETERIA
99727,280016021,PALACIO,CALLE,SEÑORES DE LUZON,5,CAN PUNYETES,RESTAURANTE
99740,270567523,VALDERRIVAS,AVENIDA,GRAN VIA DEL ESTE,5,COMEDOR CP WINSTON CHURCHILL,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99746,270567776,VALDEFUENTES,AVENIDA,JOSE ANTONIO CORRALES,15,BICHEJOS,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99749,270567783,VALDEFUENTES,CALLE,JOSEFINA ALDECOA,13,RESTAURANTE,RESTAURANTE
99751,270567805,CORRALEJOS,PASEO,DOCE ESTRELLAS,11,ESTUFA FRIA,"PARQUES ZOOLOGICOS, JARDINES BOTANICOS Y RESERVAS NATURALES"
99754,270567878,BUENAVISTA,CALLE,DOBLA,5,HAPPY COFFEE,CAFETERIA
99756,270567927,VALLEHERMOSO,CALLE,CEA BERMUDEZ,26,COMEDOR C.P. CLAUDIO MOYANO,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99757,270567928,ALMAGRO,PASEO,EDUARDO DATO,2,COMEDOR COLEGIO BLANCA DE CASTILLA,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99758,270567931,ALMAGRO,CALLE,FERNANDEZ DE LA HOZ,25,COMEDORCOLEGIO MARIA INMACULADA-HIJAS DE LA CARIDAD,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99759,270567933,VALLEHERMOSO,CALLE,GAZTAMBIDE,91,COMEDOR COLEGIO SANTA MARIA DEL YERMO,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99763,280063782,FONTARRON,CALLE,HACIENDA DE PAVONES,196,MULTIAVENTURA,CENTROS DE JUEGOS O CELEBRACIONES INFANTILES SIN COCINA
99769,270568039,CASTELLANA,CALLE,MARIA DE MOLINA,48,ROTULO NO INFORMADO,BAR SIN COCINA
99772,270568062,CUATRO CAMINOS,AVENIDA,GENERAL PERON,40,HUMMUS ORIGINAL,RESTAURANTE
99774,270568068,PUEBLO NUEVO,CALLE,EMILIO FERRARI,87,CATERING COLEGIO CONCERTADO SAN JOSÉ,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99776,270568106,PALOS DE MOGUER,CALLE,CANARIAS,5,COMEDOR COMUNIDAD DE MADRID DE REFUGIADOS E INMIGRANTES,SERVICIOS DE COMEDOR EN CENTROS DE ACTIVIDADES DE SERVICIOS SOCIALES
99796,270572485,GUINDALERA,CALLE,COSLADA,8,VIVIENDA TURÍSTICA,VIVIENDAS TURÍSTICAS
99801,270572546,PALOS DE MOGUER,CALLE,DELICIAS,28,COMEDOR ESCUELA INFANTIL MUNICIPAL EL BOSQUE,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99809,280063942,PAVONES,CALLE,ARROYO FONTARRON,407,CLUB AA MORATALAZ ATLETISMO,ACTIVIDADES DE CLUBES DEPORTIVOS Y OTRAS ACTIVIDADES DEPORTIVAS
99810,270568107,AEROPUERTO,CALLE,TRESPADERNE,29,CANTINA COMEDOR TENTO,BAR RESTAURANTE
99820,270572548,PALOS DE MOGUER,RONDA,VALENCIA,3,COMEDOR UNIVERS POLITECNICA MADRID ESCUELA UNIVERSIT INGENIE TEC IN.,BAR RESTAURANTE
99822,270572606,PORTAZGO,CALLE,MOHERNANDO,1,SERVICIO COMEDOR DEL COLEGIO VIRGEN DEL CERRO,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99826,270572770,TRAFALGAR,CALLE,PALAFOX,18,SERVICIO COMEDOR ESCUELAS INFANTILES MAFALDA,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
99843,280063964,PAVONES,CALLE,HACIENDA DE PAVONES,225,BAR RESTAURANTE CAFETERIA LA ESTRELLA,BAR CON COCINA
99846,280063971,PAVONES,CALLE,HACIENDA DE PAVONES,241,LOTERIAS Y APUESTAS DEL ESTADO,JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)
99858,270558659,UNIVERSIDAD,CALLE,SAN BERNARDO,48,HOTEL AKEAH GRAN VIA,HOTELES Y MOTELES CON RESTAURANTE
99860,270558664,SAN FERMIN,CAMINO,PERALES,23,MADRID CAJA MAGICA,BAR RESTAURANTE
99863,270558688,CASTILLA,PLAZA,DUQUE DE PASTRANA,5,CAFETERÍA NUESTRA SEÑORA DEL RECUERDO,CAFETERIA
99864,270558689,ENSANCHE DE VALLECAS,CALLE,VALDERREBOLLO,5,COMEDOR CENTRO DE ALZHEIMER FUNDACION REINA SOFIA,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
99885,280064079,MARROQUINA,CALLE,MARROQUINA,70,LOTERIAS Y APUESTAS DEL ESTADO ADMON. Nº 452,JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)
99894,280064130,MARROQUINA,CALLE,MARROQUINA,34,PUB REMIENDOS II,BAR ESPECIAL SIN ACTUACIONES
99900,270558830,UNIVERSIDAD,CALLE,SANTA BARBARA,1,GRANJA MALASAÑA,BAR CON COCINA
99901,270558832,UNIVERSIDAD,CALLE,SANTA BARBARA,1,GANCHO DIRECTO HAMBUGUESA,BAR CON COCINA
99903,270558851,CHOPERA,PLAZA,LEGAZPI,8,CANTINA,"ACTIVIDADES DE CREACION, ARTISTICAS Y ESPECTACULOS"
99907,270558873,CHOPERA,PLAZA,LEGAZPI,8,LA FRANCACHELA (NAVE 11),BAR RESTAURANTE
99910,280064173,FONTARRON,CALLE,HACIENDA DE PAVONES,142,BAR PEREA,BAR SIN COCINA
99912,280064175,FONTARRON,CALLE,ENCOMIENDA DE PALACIOS,178,SR,BAR SIN COCINA
99923,280064209,MARROQUINA,AVENIDA,MORATALAZ,181,NEXT FIT,ACTIVIDADES DE LOS GIMNASIOS
99925,280064227,MARROQUINA,CALLE,MARROQUINA,24,"CONSTANZA HERRERO PILATES, DANCE & WELLNESS STUDIO",ACTIVIDADES DE LOS GIMNASIOS
99927,280064231,MARROQUINA,CALLE,MARROQUINA,8,BAR GUACHA,BAR SIN COCINA
99941,285000021,RECOLETOS,CALLE,VILLALAR,4,CAFETERIA VILLALAR,BAR RESTAURANTE
99943,285000026,RECOLETOS,CALLE,VILLALAR,11,ISAAC SALIDO,CAFETERIA
99975,285000150,GOYA,CALLE,AYALA,63,SIN DETERMINAR,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA
99981,285002099,EMBAJADORES,CALLE,MESON DE PAREDES,69,A DETERMINAR,TABERNA
99986,285000155,GOYA,CALLE,GENERAL PARDIÑAS,50,CITY FIT,ACTIVIDADES DE LOS GIMNASIOS
99994,285000169,GOYA,CALLE,GENERAL DIAZ PORLIER,34,WE ARE MONKEYS,ACTIVIDADES DE LOS GIMNASIOS
99995,285002123,EMBAJADORES,CALLE,MESON DE PAREDES,71,LA MISA DEL 8,BAR SIN COCINA
100010,285000202,GOYA,CALLE,HERMOSILLA,101,BAR ESCOCIA,BAR CON COCINA
100020,280064298,MEDIA LEGUA,CALLE,CAMINO DE LOS VINATEROS,40,NEW DIAMON,BAR ESPECIAL SIN ACTUACIONES
100032,280064350,MEDIA LEGUA,AVENIDA,MORATALAZ,45,SINGER´S HOUSE,RESTAURANTE
100035,280064362,MEDIA LEGUA,CALLE,CORREGIDOR DIEGO DE VALDERRABANO,74,FEDERACION ESPAÑOLA DE NATACION,ACTIVIDADES DE CLUBES DEPORTIVOS Y OTRAS ACTIVIDADES DEPORTIVAS
100050,285000219,GOYA,CALLE,ALCALA,122,YUGO SUSHI & KOBE,VENDEDOR AMBULANTE DE ALIMENTOS PREPARADOS PARA SU CONSUMO INMEDIATO
100056,285000245,GOYA,CALLE,AYALA,160,PIZZA LAB,RESTAURANTES DE COMIDA RAPIDA
100058,280064412,VINATEROS,CALLE,HACIENDA DE PAVONES,11,DON JOSÉ II,BAR CON COCINA
100063,280064445,FONTARRON,CALLE,CORREGIDOR ALONSO DE TOBAR,2,MERAKI,BAR CON COCINA
100067,285000253,GOYA,CALLE,DOCTOR ESQUERDO,12,BAR,BAR RESTAURANTE
100076,280064459,FONTARRON,CALLE,PICO DE LOS ARTILLEROS,121,SABE A PERÚ,RESTAURANTE
100089,285000307,GOYA,CALLE,FERNAN GONZALEZ,27,KAIA,BAR CON COCINA
100091,285000310,GOYA,CALLE,JORGE JUAN,98,ROTULO NO INFORMADO,RESTAURANTE
100092,285000311,GOYA,CALLE,JORGE JUAN,102,BRINDIS BAR,BAR SIN COCINA
100096,270568264,SOL,PLAZA,PUERTA DEL SOL,10,PUERTAELSOL,RESTAURANTE
100098,270568307,VALLEHERMOSO,PASEO,JUAN XXIII,10,FACULTAD DE HUMANIDADES DE UNIVERS.CEU SAN PABLO,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES"
100113,270568375,CIUDAD UNIVERSITARIA,AVENIDA,SENECA,8,COLEGIO M NEBRIJA Y CISNEROS,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES"
100154,285000505,FUENTE DEL BERRO,PASEO,MARQUES DE ZAFRA,5,VIÑA DEL MARQUES,BAR RESTAURANTE
100174,285000608,GUINDALERA,CALLE,ARDEMANS,12,MIS TRADICIONES,BAR RESTAURANTE
100208,270568398,MIRASIERRA,CALLE,RASCAFRIA,1,RANCHO MOTECARMELO,ACTIVIDADES DE CLUBES DEPORTIVOS Y OTRAS ACTIVIDADES DEPORTIVAS
100209,270568402,CIUDAD UNIVERSITARIA,AVENIDA,GREGORIO DEL AMO,5,COMEDOR DEL COLEGIO MAYOR JAIME DEL AMO,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES"
100219,270568406,VALDEFUENTES,CALLE,JOSEFINA ALDECOA,13,EL CASTOR,BAR RESTAURANTE
100221,270568410,VALDEFUENTES,CALLE,JOSEFINA ALDECOA,13,ROTULO NO INFORMADO,ACTIVIDADES DE CLUBES DEPORTIVOS Y OTRAS ACTIVIDADES DEPORTIVAS
100267,280016657,IMPERIAL,CALLE,SAN EPIFANIO,3,BAR RESINES,BAR SIN COCINA
100315,280017262,CHOPERA,CALLE,EUGENIO SELLES,1,BLUE SALÓN DE JUEGOS,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)"
100317,280017278,CHOPERA,PLAZA,GENERAL MAROTO,1,RESTARAURANTE O'PORTIÑO,BAR RESTAURANTE
100323,280017311,CHOPERA,CALLE,ENRIQUE TROMPETA,11,QUEBRACHO,BAR RESTAURANTE
100336,280017389,DELICIAS,CALLE,ALICANTE,1,BAR CAFETERIA,BAR CON COCINA
100338,280017394,DELICIAS,PASEO,DELICIAS,99,CAFETERIA,CAFETERIA
100342,280017418,DELICIAS,CALLE,JUANA DOÑA,8,SILVIA GIM DANZA,ACTIVIDADES DE LOS GIMNASIOS
100343,280017421,DELICIAS,PASEO,DELICIAS,81,LOTERIAS Y APUESTAS DEL ESTADO,JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)
100353,285002170,EMBAJADORES,CALLE,LAVAPIES,50,BAR-RESTAURANTE,BAR RESTAURANTE
100370,280016705,ACACIAS,GLORIETA,PUERTA DE TOLEDO,3,CAFE ZOCODOVER,CAFETERIA
100372,280016713,IMPERIAL,CALLE,SEGOVIA,65,ATENEA,BAR CON COCINA
100376,270568417,CANILLAS,CARRETERA,CANILLAS,98,PUZZLE,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
100378,270568423,ENSANCHE DE VALLECAS,CALLE,ADOLFO BIOY CASARES,2,JUAN VALDES CAFE,CAFETERIA
100382,270568502,CIUDAD UNIVERSITARIA,CALLE,PINTOR EL GRECO,1,COMEDOR DE LA RESIDENCIA JOAQUIN BLUME,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES"
100383,270568507,CIUDAD UNIVERSITARIA,PASEO,JUAN XXIII,42,COMEDOR DE LA RESIDENCIA U. EMILIA PARDO BAZÁN,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES"
100385,270568568,DELICIAS,CALLE,TOMAS BRETON,50,GENNOX CROSSFIT,ACTIVIDADES DE LOS GIMNASIOS
100391,270568625,ENSANCHE DE VALLECAS,CALLE,MARTIN MUÑOZ DE LAS POSADAS,7,AMOR DE MADRE. CAFÉ Y COMIDA CASERA PARA TOMAR Y LLEVAR,RESTAURANTES DE COMIDA RAPIDA
100395,270568651,COLINA,CALLE,PEDRO SALINAS,11,CAFETERIA DE CÁMARA DE COMERCIO E INDUSTRIA MADRID,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES"
100400,270568742,HORCAJO,CALLE,CAÑON DEL RIO LOBOS,4,COMEDOR ESCUELA INFANTIL SABINA,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
100401,270568753,CIUDAD UNIVERSITARIA,CALLE,DON RAMON MENENDEZ PIDAL,3,COMEDOR DEL COLEGIO MAYOR CESAR CARLOS,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES"
100402,270568762,SOL,CALLE,CARMEN,28,CELICIOSO EL CORTES INGLES GOURMET EXPERIENCE,CAFETERIA
100404,270568785,CORRALEJOS,AVENIDA,PARTENON,5,FELTMAN'S-FOODTRUCK BAR,BAR SIN COCINA
100405,270568786,CORRALEJOS,AVENIDA,PARTENON,5,EVENTO MULAFEST,RESTAURANTES DE COMIDA RAPIDA
100406,270568788,CORRALEJOS,AVENIDA,PARTENON,5,EVENTO MADRID SALVAJE,RESTAURANTES DE COMIDA RAPIDA
100415,270568876,CONCEPCION,CALLE,MISTERIOS,38,COMEDOR COLEGIO SANTA MARIA DEL CARMEN,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
100422,270568917,LOS JERONIMOS,CALLE,POETA ESTEBAN DE VILLEGAS,12,ASOCIACION PARKINSON MADRID,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
100425,280017462,DELICIAS,CALLE,EMBAJADORES,165,CAFETERIA MARKITOS,CAFETERIA
100426,280017464,DELICIAS,CALLE,BATALLA DEL SALADO,55,RESTAURANTE ECUATORIANO CRISKATIV,RESTAURANTE
100433,280017497,PALOS DE MOGUER,CALLE,EMBAJADORES,55,SPORTIUM VALI PARK,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)"
100437,270569005,EL VISO,CALLE,SERRANO,129,CAFETERIA POLIDEPORTIVO ANTONIO MAGARIÑOS,CAFETERIA
100445,280017512,PALOS DE MOGUER,CALLE,SEBASTIAN ELCANO,3,PREMIUM SALON DE JUEGOS ELCANO,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)"
100446,280017518,PALOS DE MOGUER,RONDA,VALENCIA,1,VIVA GYM,ACTIVIDADES DE LOS GIMNASIOS
100455,270569253,LOS ANGELES,CALLE,EDUARDO BARREIROS,114,BURGER KING AUTO KING,RESTAURANTES DE COMIDA RAPIDA
100475,285002218,EMBAJADORES,CALLE,LAVAPIES,26,POR DETERMINAR,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA
100480,285002235,EMBAJADORES,CALLE,LAVAPIES,21,RECEPCIÓN,CASAS DE HUESPEDES
100481,285002237,EMBAJADORES,CALLE,AVE MARIA,8,LA TEMERARIA,RESTAURANTE
100489,285002267,EMBAJADORES,CALLE,OLIVAR,6,LA TUERTA FUNKY CASTIZO,RESTAURANTE
100497,285002303,EMBAJADORES,CALLE,SANTA ISABEL,14,TERRAL,BAR RESTAURANTE
100506,285002387,EMBAJADORES,CALLE,AVE MARIA,45,NUEVO CAFE BARBIERI,BAR ESPECIAL SIN ACTUACIONES
100512,270570698,CONCEPCION,CALLE,VIRGEN DE LA ALEGRIA,10,DE PEPPE,BAR RESTAURANTE
100514,270570703,QUINTANA,CALLE,VIRGEN DEL SAGRARIO,3,ALMACÉN DOCAMAR,BAR SIN COCINA
100515,270570746,APOSTOL SANTIAGO,CALLE,CARRION DE LOS CONDES,73,CENTRO DE MAYORES SAN BENITO,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
100519,285002392,EMBAJADORES,CALLE,ESPERANZA,4,GARAJE,HOSTALES
100537,270570792,VALDEZARZA,CALLE,ISLAS BISAGOS,13,COMEDOR DE LA ESCUELA INF. LA BOLA DE CRISTAL,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
100538,270570823,VALDEACEDERAS,PLAZA,REMONTA,13,CENTRO DE DIA DE MAYORES LA REMONTA,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
100542,270570875,VALVERDE,AVENIDA,BURGOS,119,ROTULO NO INFORMADO,RESTAURANTE
100543,270570906,ARGUELLES,PLAZA,ESPAÑA,18,ROTULO NO INFORMADO,SALAS DE FIESTA SIN RESTAURACION
100544,270570936,SAN PASCUAL,CALLE,CANAL DE PANAMA,8,CENTRO DE DIA MUNICIPAL CANAL DE PANAMÁ,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
100546,270558926,CASCO H.VALLECAS,PASEO,FEDERICO GARCIA LORCA,21,SERVICIO COMEDOR CEIP HONDURAS,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
100550,270558936,AEROPUERTO,CARRETERA,M-110,250,EATING POINT- URBAN GRI,RESTAURANTE
100551,270558941,AEROPUERTO,CARRETERA,M-110,250,CARLSBERG,BAR SIN COCINA
100554,270558951,CORTES,CALLE,ATOCHA,45,HOSTEL FAR ATOCHA 45 HOME GROUP,HOSTALES
100556,270558958,PALACIO,CALLE,SAN BERNARDO,2,GENERATOR HOSTEL MADRID,HOTELES Y MOTELES CON RESTAURANTE
100558,270558966,CASA DE CAMPO,PASEO,FLORIDA,2,RODILLA,CAFETERIA
100559,270558967,CASA DE CAMPO,PASEO,FLORIDA,2,DOD COFFEE,CAFETERIA
100560,270558981,ALMENDRALES,CALLE,PERALES DE TAJUÑA,1,COMEDOR COLEGIO PUBLICO MARCELO USERA,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
100563,270570966,CUATRO CAMINOS,CALLE,ORENSE,3,VIVIENDAS TURÍSTICAS,VIVIENDAS TURÍSTICAS
100566,270570993,COSTILLARES,CALLE,DULZAINA,8,BROOKYN FIT BOXING,ACTIVIDADES DE CLUBES DEPORTIVOS Y OTRAS ACTIVIDADES DEPORTIVAS
100567,270571008,CASCO H.VALLECAS,CALLE,SIERRA VIEJA,66,RESTAURANTE CAFETERIA PLAZA,RESTAURANTE
100568,270571038,PUERTA BONITA,AVENIDA,OPORTO,59,BAR-CAFETERIA,CAFETERIA
100569,270571063,ALMAGRO,CALLE,MIGUEL ANGEL,21,RESTAURANTE ESPECTÁCULO,RESTAURANTE
